Company Name (English),Company Name (Chinese),Booth/Hall Number,Hall Name (English),Hall Name (Chinese),All Booths,ID
"HUIZHOU EVIC ELECTRONIC CO., LTD.",惠州市亿瑞科电子有限公司,N1,International Brands,两轮品牌馆,N1-1238,official_994
"YIWU MEILONG SPORTS GOODS CO., LTD.",义乌美龙体育用品有限公司,N1,International Brands,两轮品牌馆,N1-1240,official_995
"DONGGUAN ZHONGDA SENSING TECHNOLOGY CO., LTD.",东莞众达传感科技有限公司,N1,International Brands,两轮品牌馆,N1-1242,official_996
河东区友成电动车厂,河东区友成电动车厂,N1,International Brands,两轮品牌馆,N1-1243,official_997
"JIEYANG&nbsp;TIEQI&nbsp;MOTORCYCLE&nbsp;ACCESSORIES&nbsp;TRADING&nbsp;CO., LTD.",揭阳市铁骑摩托车配件贸易有限公司,N1,International Brands,两轮品牌馆,N1-1244,official_998
台州烨君机车部件有限公司,台州烨君机车部件有限公司,N1,International Brands,两轮品牌馆,N1-1246,official_999
"XINGTAI LAISEN BICYCLE PARTS CO., LTD.",邢台市莱森自行车零件有限公司,N1,International Brands,两轮品牌馆,N1-1247,official_1000
东莞市精聚五金制品有限公司,东莞市精聚五金制品有限公司,N1,International Brands,两轮品牌馆,N1-1248,official_1001
"DONGGUAN YUFENG TECHNOLOGY CO., LTD.",东莞市驭峰科技有限公司,N1,International Brands,两轮品牌馆,N1-1249,official_1002
COLNAGO ERNESTO E C. SRL,Colnago Ernesto E C. SRL,N1,International Brands,两轮品牌馆,N1-1301,official_1003
无锡岚途车业有限公司,无锡岚途车业有限公司,N1,International Brands,两轮品牌馆,N1-1315,official_1004
"CHANGZHOU KERUIQI SPORTS GOODS CO., LTD.",常州科锐奇体育用品有限公司,N1,International Brands,两轮品牌馆,N1-1323,official_1005
"XINGTAI SHI SUTI BICYCLE CO., LTD.",邢台市速缇自行车有限公司,N1,International Brands,两轮品牌馆,N1-1330,official_1006
"SHANDONG CHAOWEI YUANLI ENERGY CO., LTD.",山东超威原力能源有限公司,N1,International Brands,两轮品牌馆,N1-1333,official_1007
"GUANGDONG COBOST TECHNOLOGY CO., LTD.",广东可波斯特科技有限公司,N1,International Brands,两轮品牌馆,N1-1336,official_1008
福州利菱橡塑有限公司,福州利菱橡塑有限公司,N1,International Brands,两轮品牌馆,N1-1338,official_1009
"YONGKANG TOMI INDUSTRY AND TRADE CO., LTD.",永康市托米工贸有限公司,N1,International Brands,两轮品牌馆,N1-1340,official_1010
"SHANGHAIZICHENGARMENTCO., LTD.",上海梓辰服饰有限公司,N1,International Brands,两轮品牌馆,N1-1342,official_1011
"WENZHOU XINWEILMPORT AND EXPORTCO., LTD.",温州兴远户外用品有限公司,N1,International Brands,两轮品牌馆,N1-1344,official_1012
"GUANGZHOU 621 APPAREL CO., LTD.",广州六二一服饰有限公司,N1,International Brands,两轮品牌馆,N1-1346,official_1013
"YONGKANG TONGBO TECHNOLOGY CO., LTD.",永康市童博科技有限公司,N1,International Brands,两轮品牌馆,N1-1347,official_1014
"HEBEI MINGWO MACHINERY MANUFACTURING CO., LTD.",河北铭沃机械制造有限公司,N1,International Brands,两轮品牌馆,N1-1349,official_1015
EURO-CYCLES SA,EURO-CYCLES,N1,International Brands,两轮品牌馆,N1-1505,official_1016
ALLEN.BIKE,ALLEN.BIKE,N1,International Brands,两轮品牌馆,N1-1510,official_1017
BANANA GROUP LIMITED,Banana Group Limited,N1,International Brands,两轮品牌馆,N1-1512,official_1018
"SHANDONG CHAOWEI FUSHIDA NEW ENERGY TECHNOLOGY CO., LTD.",山东超威富士达新能源科技有限公司,N1,International Brands,两轮品牌馆,N1-1515,official_1019
"GUANGDONG DEXINGHAO BICYCLE CO., LTD.",广东德幸好自行车有限公司,N1,International Brands,两轮品牌馆,N1-1517,official_1020
"GUANGZHOU KONGLI FORMULA SPORTS DEVELOPMENT CO., LTD.",广州空力公式体育发展有限公司,N1,International Brands,两轮品牌馆,N1-1520,official_1021
"DONGGUAN OUYI INDUSTRIAL CO., LTD.",东莞市欧艺标牌有限公司,N1,International Brands,两轮品牌馆,N1-1523,official_1022
"JIANXIKA (TIANJIN) INTELLIGENT TECHNOLOGY CO., LTD.",简西卡（天津）智能科技有限公司,N1,International Brands,两轮品牌馆,N1-1526,official_1023
"ANHUI HONGGUANG ELECTRONICS CO., LTD.",天长市宏光电子有限责任公司,N1,International Brands,两轮品牌馆,N1-1528,official_1024
"NINGBO CHUANGHONYI BEARING CO., LTD.",宁波庄宏亿轴承有限公司,N1,International Brands,两轮品牌馆,N1-1530,official_1025
"LINYI YUNHONG CAR INDUSTRY CO., LTD.",临沂云鸿车业有限公司,N1,International Brands,两轮品牌馆,N1-1533,official_1026
"NINGBO SHILONG BEARING CO., LTD.",宁波实隆轴承有限公司,N1,International Brands,两轮品牌馆,N1-1536,official_1027
"DONGGUAN CHAMRIDER TECHNOLOGY CO., LTD.",东莞市创易达科技有限公司,N1,International Brands,两轮品牌馆,N1-1538,official_1028
HENGKUAN BICYCLE ACCESSORIES FACTORY,河北省恒宽自行车配件厂,N1,International Brands,两轮品牌馆,N1-1540,official_1029
"WENZHOU YAQI TECHNOLOGY CO., LTD.",温州雅琪科技有限公司,N1,International Brands,两轮品牌馆,N1-1541,official_1030
"XIAMEN KEET SPORTS TECHNOLOGY CO., LTD.",厦门科伊特运动科技有限公司,N1,International Brands,两轮品牌馆,N1-1542,official_1031
"HUBO SPORTS PRODUCTS CO., LTD.",广东钜保运动用品有限公司,N1,International Brands,两轮品牌馆,N1-1543,official_1032
PINGXIANG COUNTY YUETU BICYCLE PARTS FACTORY,平乡县悦途自行车配件厂,N1,International Brands,两轮品牌馆,N1-1544,official_1033
"XINGTAI SIMOER STEEL BALL CO., LTD.",邢台丝摩尔钢球有限公司,N1,International Brands,两轮品牌馆,N1-1546,official_1034
"CHANGZHOU FOUND ENVIRONMENTAL TECHNOLOGY CO., LTD.",常州方德环境科技有限公司,N1,International Brands,两轮品牌馆,N1-1548,official_1035
"NINGBO JINTA IMPORT AND EXPORT CO., LTD.",宁波金达进出口有限公司,N1,International Brands,两轮品牌馆,N1-1623,official_1036
"CIXI BANMA IMPORT AND EXPORT CO., LTD.",慈溪市斑马进出口有限公司,N1,International Brands,两轮品牌馆,N1-1626,official_1037
"TIANJIN SHENGKUO TRADING CO., LTD.",天津市盛阔商贸有限公司,N1,International Brands,两轮品牌馆,N1-1628,official_1038
"JIANG DING TECHNOLOGIES (HUIZHOU) CO., LTD.",将顶科技（惠州）有限公司,N1,International Brands,两轮品牌馆,N1-1632,official_1039
"NANTONG ZOMART SPORTS TECHNOLOGY CO., LTD.",南通卓玛特运动科技有限公司,N1,International Brands,两轮品牌馆,N1-1636,official_1040
深圳市几乐创新科技有限公司,深圳市几乐创新科技有限公司,N1,International Brands,两轮品牌馆,N1-1638,official_1041
"XINGTAI HANTES VEHICLE INDUSTRY CO., LTD.",邢台翰特斯车业有限公司,N1,International Brands,两轮品牌馆,N1-1640,official_1042
"GHENGFENG SHOCK-ABSORBING SPORTS EQUIPMENT CO., LTD.",东莞市恒峰避震运动器材有限公司,N1,International Brands,两轮品牌馆,N1-1642,official_1043
"FOSHAN SHUNDE GUANYUDA POWER SUPPLY CO., LTD.",佛山市顺德区冠宇达电源有限公司,N1,International Brands,两轮品牌馆,N1-1643,official_1044
SHENGYOUBEI,邢台圣优贝车业有限公司,N1,International Brands,两轮品牌馆,N1-1644,official_1045
"XINGTAI MAOZHOU TECHNOLOGY CO., LTD.",邢台茂洲科技有限公司,N1,International Brands,两轮品牌馆,N1-1646,official_1046
"QUANZHOU LEYI OUTDOOR PRODUCTS CO., LTD.",泉州市乐益户外用品有限公司,N1,International Brands,两轮品牌馆,N1-1647,official_1047
常州海恒电子料技有限公司,常州海恒电子料技有限公司,N1,International Brands,两轮品牌馆,N1-1649,official_1048
"GUANGZHOU SAIJING TRADING CO., LTD.",广州赛竞贸易有限公司,N1,International Brands,两轮品牌馆,N1-1701,official_1049
BUILDVIEW LIMITED,创文集团有限公司,N1,International Brands,两轮品牌馆,N1-1704,official_1050
RIDUCK INC.,Riduck Inc.,N1,International Brands,两轮品牌馆,N1-1706,official_1051
"MONOERIC INTERNATIONAL CO., LTD.",扬均企业股份有限公司,N1,International Brands,两轮品牌馆,N1-1708,official_1052
LI YI DA LTD.,利易达有限公司,N1,International Brands,两轮品牌馆,N1-1709,official_1053
VITTORIA SOURCING ASIA,VITTORIA SOURCING ASIA,N1,International Brands,两轮品牌馆,N1-1711,official_1054
"SHENZHEN HUILI PRECISION HARDWARE PRODUCTS CO., LTD.",深圳市辉利精工五金制品有限公司,N1,International Brands,两轮品牌馆,N1-1713,official_1055
文安县冠亚五金制品厂,文安县冠亚五金制品厂,N1,International Brands,两轮品牌馆,N1-1714,official_1056
"XINGTAI SHUANGYI CAR INDUSTRY CO., LTD.",邢台双艺车业有限公司,N1,International Brands,两轮品牌馆,N1-1715,official_1057
"SHENZHEN MAHIM SPORTS TECHNOLOGY CO., LTD.",深圳玛希姆运动科技有限公司,N1,International Brands,两轮品牌馆,N1-1716,official_1058
"CHANGZHOU SUTE BEARING MANUFACTURE CO., LTD.",常州苏特轴承制造有限公司,N1,International Brands,两轮品牌馆,N1-1717,official_1059
"CHANGZHOU JIELING BEARING CO., LTD.",常州市杰灵轴承有限公司,N1,International Brands,两轮品牌馆,N1-1718,official_1060
"XI'AN TITAN CYCLES CO., LTD.",西安尼泰工贸有限公司,N1,International Brands,两轮品牌馆,N1-1719,official_1061
"XINGTAI SPORK SPORTING GOODS CO., LTD.",邢台斯伯克体育用品有限公司,N1,International Brands,两轮品牌馆,N1-1720,official_1062
"AOSI STAR (TIANJIN) TECHNOLOGY CO., LTD.",奥斯之星（天津）科技有限公司,N1,International Brands,两轮品牌馆,N1-1721,official_1063
"GUANGZONG COUNTY AOQI TIRE MANUFACTURING CO., LTD.",广宗县澳奇轮胎制造有限公司,N1,International Brands,两轮品牌馆,N1-1723,official_1064
昆山市宝佳隆机械设备有限公司,昆山市宝佳隆机械设备有限公司,N1,International Brands,两轮品牌馆,N1-1724,official_1065
"ZHEJIANG SANJIU TOOLS CO., LTD.",永康三久工具有限公司,N1,International Brands,两轮品牌馆,N1-1725,official_1066
厦门博新特复材科技有限公司,厦门博新特复材科技有限公司,N1,International Brands,两轮品牌馆,N1-1726,official_1067
"TELI NEW ENERGY (HUIZHOU) CO., LTD.",特力新能源（惠州）有限公司,N1,International Brands,两轮品牌馆,N1-1727,official_1068
"TIANJIN ZHENMA TECHNOLOGY CO., LTD.",天津真玛科技有限公司,N1,International Brands,两轮品牌馆,N1-1728,official_1069
"CHANGDE HONGYUANLI ELECTRONICS TECHNOLOGY CO., LTD.",常德市红源利电子科技有限公司,N1,International Brands,两轮品牌馆,N1-1729,official_1070
ANCHANG WALL TECHNOLOGY,天津安昌华尔科技有限公司,N1,International Brands,两轮品牌馆,N1-1730,official_1071
"DONGGUAN CYS SPORTS GOODS CO., LTD.",东莞市春源尚运动用品有限公司,N1,International Brands,两轮品牌馆,N1-1731,official_1072
"NINGHAI JIEBO ALUMINIUM CO., LTD.",宁海县杰波铝业有限公司,N1,International Brands,两轮品牌馆,N1-1732,official_1073
"WENZHOU HONGCHENG LOCK CO., LTD.",温州红成锁业有限公司,N1,International Brands,两轮品牌馆,N1-1733,official_1074
"HEBEI TONGLE BICYCLE CO., LTD.",河北童乐自行车有限公司,N1,International Brands,两轮品牌馆,N1-1734,official_1075
"DONGGUAN YONGBAO SPORTS GOODS CO., LTD.",东莞市永宝运动用品有限公司,N1,International Brands,两轮品牌馆,N1-1736,official_1076
"EYESCARE OPTICAL CO., LTD.",艾视科（厦门）光学有限公司,N1,International Brands,两轮品牌馆,N1-1801,official_1077
"HUZHOU WUXING HENGYU GLOVE CO., LTD.",湖州吴兴恒裕手套有限公司,N1,International Brands,两轮品牌馆,N1-1804,official_1078
安徽欣越电子有限公司,安徽欣越电子有限公司,N1,International Brands,两轮品牌馆,N1-1805,official_1079
"DONGGUAN MEICHENG SPORTS GOODS CO., LTD.",东莞市美成运动用品有限公司,N1,International Brands,两轮品牌馆,N1-1806,official_1080
"HUZHOU RUIBANG GLOVE CO., LTD.",湖州瑞邦手套有限公司,N1,International Brands,两轮品牌馆,N1-1807,official_1081
CIXISHI JINGNIU CHEZHOU PEIJIANCHANG,慈溪市金牛车轴配件厂,N1,International Brands,两轮品牌馆,N1-1808,official_1082
"NINGBO MUPIN ELECTRICAL APPLIANCE TECHNOLOGY CO., LTD.",宁波慕品电器科技有限公司,N1,International Brands,两轮品牌馆,N1-1811,official_1083
"SHANGHAI LUNJINGHE TECHNOLOGY CO., LTD.",上海伦景和科技有限公司,N1,International Brands,两轮品牌馆,N1-1812,official_1084
"DONGGUAN ZITENG SPORTS PRODUCTS CO., LTD.",东莞市紫藤运动用品有限公司,N1,International Brands,两轮品牌馆,N1-1813,official_1085
GO COOL,果壳造物（苏州）材料科技有限公司,N1,International Brands,两轮品牌馆,N1-1814,official_1086
"SICHUAN XINGGUANG INTELLIGENT ELECTRONICS CO., LTD.",四川星光智能电子有限公司,N1,International Brands,两轮品牌馆,N1-1816,official_1087
"GUANGZHOU BAOLAY GLASSES TECHNOLOGY CO., LTD.",广州宝来眼镜科技有限公司,N1,International Brands,两轮品牌馆,N1-1817,official_1088
FOX SHIELD,福建泉州星骑科技有限公司,N1,International Brands,两轮品牌馆,N1-1818,official_1089
"SHENZHEN WEITEBAO TRADING CO., LTD.",深圳威特豹贸易有限公司,W1,International brands,国际品牌馆,W1-0001,official_1090
"XIAMEN BAIYEXING OUTDOOR PRODUCTS CO., LTD.",厦门佰业兴户外用品有限公司,W1,International brands,国际品牌馆,W1-0005,official_1091
"WUHAN GRANDPINE TRADING CO., LTD. / SHENZHEN SINOPINE TRADING CO., LTD.",武汉金松源商贸有限公司,W1,International brands,国际品牌馆,W1-0007,official_1092
"SENICX TECHNOLOGY (SHANGHAI) CO., LTD.",驭勇科技（上海）有限公司,W1,International brands,国际品牌馆,W1-0009,official_1093
"YANTAI CHANGHONG PLASTIC PRODUCTS CO., LTD.",烟台长虹塑料制品有限公司,W1,International brands,国际品牌馆,W1-0011,official_1094
"TIANJIN HYSIN ACHIEVEMENT TECHNOLOGIES CO., LTD.",天津华信常阳科技有限公司,W1,International brands,国际品牌馆,W1-0013,official_1095
"CHONGQING HUAJIE BICYCLE CO., LTD.",禾诘企业有限公司/重庆华诘自行车有限公司,W1,International brands,国际品牌馆,W1-0017,official_1096
"HUIZHOU SHUNLI SPORTS GOODS CO., LTD.",惠州市顺利体育用品有限公司,W1,International brands,国际品牌馆,W1-0021,official_1097
AMAZING INDUSTRIES,AMAZING INDUSTRIES,W1,International brands,国际品牌馆,W1-0023,official_1098
珠海市铭庆发展有限公司,珠海市铭庆发展有限公司,W1,International brands,国际品牌馆,W1-0025,official_1099
APRO,野宝科技,W1,International brands,国际品牌馆,W1-0027,official_1100
"JIANGXI MOLICSYN BICYCLE CO., LTD.",江西魔立刻自行车有限公司,W1,International brands,国际品牌馆,W1-0029,official_1101
ASIA BICYCLE TRADING COMPANY,台湾恺拓有限公司,W1,International brands,国际品牌馆,W1-0031,official_1102
SHIMANO (SHANGHAI) SALES CORPORATION,禧玛诺（上海）贸易有限公司,W1,International brands,国际品牌馆,W1-0105,official_1103
"YIWU ROCK SPORTING GOODS CO., LTD.",义乌洛克体育用品有限公司,W1,International brands,国际品牌馆,W1-0111,official_1104
S-PARTS,西安本物商贸有限公司,W1,International brands,国际品牌馆,W1-0115,official_1105
"LIANYUNGANG SHENYING CARBON BIKE CO., LTD.",连云港神鹰碳纤维自行车有限公司,W1,International brands,国际品牌馆,W1-0118,official_1106
"TIANJIN FUSHENGDA SPORTS &amp; LEISURE EQUIPMENT CO., LTD.",天津福盛达运动器材有限公司,W1,International brands,国际品牌馆,W1-0121,official_1107
"GATES TRADE (SHANGHAI) CO., LTD.",盖茨贸易（上海）有限公司,W1,International brands,国际品牌馆,W1-0126,official_1108
"SHANGHAI FUJIE SPORTS CO., LTD.",上海富杰实业有限公司,W1,International brands,国际品牌馆,W1-0131,official_1109
"HUIZHOU PMT SPORTS GOODS CO., LTD.",惠州市品美特运动用品有限公司,W1,International brands,国际品牌馆,W1-0133,official_1110
"TIANJIN MARUISHI BICYCLE CO., LTD.",天津玛瑞仕自行车有限公司,W1,International brands,国际品牌馆,W1-0136,official_1111
"TAIWAN BICYCLE INTELLIGENT CO., LTD.",特购国际贸易有限公司,W1,International brands,国际品牌馆,W1-0138,official_1112
SANTIC INTERNATIONAL GMBH,厦门森地客户外用品有限公司,W1,International brands,国际品牌馆,W1-0142,official_1113
COLMAX INTERNATIONAL LIMITED TAIWAN BRANCH (H.K.),香港商歌美斯国际股份有限公司台湾分公司,W1,International brands,国际品牌馆,W1-0145,official_1114
"GUANGZHOU TRINX SPORTS TECHNOLOGY CO., LTD.",广州市千里达运动科技有限公司,W1,International brands,国际品牌馆,W1-0201,official_1115
"SHENZHEN SUBITE BICYCLE INDUSTRY DEVELOPMENT CO., LTD.",深圳市速比特车业发展有限公司,W1,International brands,国际品牌馆,W1-0315,official_1116
厦门银贝斯体育用品有限公司,厦门银贝斯体育用品有限公司,W1,International brands,国际品牌馆,W1-0318,official_1117
"HANGZHOU YONGHUA BICYCLE CO., LTD.",杭州勇华车业有限公司,W1,International brands,国际品牌馆,W1-0326,official_1118
RETYRE AS,reTyre AS,W1,International brands,国际品牌馆,W1-0331,official_1119
"JIRE (WENZHOU) COMMERCIAL AND TRADING CO., LTD.",吉热（温州）商贸有限公司,W1,International brands,国际品牌馆,W1-0333,official_1120
"CHENG SHIN RUBBER IND. CO., LTD.",正新橡胶工业股份公司,W1,International brands,国际品牌馆,W1-0336,official_1121
YUANDONGLANJIAN,天津市远东蓝剑科技有限公司,W1,International brands,国际品牌馆,W1-0342,official_1122
SOVEREIGN EXPORTS,SOVEREIGN EXPORTS,W1,International brands,国际品牌馆,W1-0345,official_1123
宁波百琦自行车有限公司,宁波百琦自行车有限公司,W1,International brands,国际品牌馆,W1-0505,official_1124
"SHANGHAI DIDONG SPORTS GOODS CO., LTD.",上海迪动体育用品有限公司,W1,International brands,国际品牌馆,W1-0511,official_1125
"ROTOR COMPONENTES TECNOLOGICOS, SL","ROTOR COMPONENTES TECNOLOGICOS, SL",W1,International brands,国际品牌馆,W1-0513,official_1126
"XIAMEN HONGJIWEIYE INDUSTRIAL CO., LTD.",厦门鸿基伟业复材科技股份有限公司,W1,International brands,国际品牌馆,W1-0515,official_1127
